#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
3760,,Rey Alfonso XII,spain,bb,,,,,,
3761,,Reina Maria de las Mercedes,spain,bb,,,,,,
3762,,Reina Maria Cristina,spain,bb,,,,,,
3763,,Rey Alfonso XIII,spain,bb,,,,,,
3764,,Reina Victoria Eugenia,spain,bb,,,,,,
3765,,"Infante Alfonso, Conde de Covadonga",spain,bb,,,,,,
3766,,"Infanta Maria de las Mercedes, Princesa de Asturias",spain,bb,,,,,,
3767,,Infanta Maria Josefa Carmela,spain,bb,,,,,,
3768,,Infante Gabriel,spain,bb,,,,,,
3769,,Infante Antonio Pascual,spain,bb,,,,,,
3770,,Infante Francisco Javier,spain,bb,,,,,,
3771,,Infanta Carlota Joaquina Teresa Cayetana,spain,bb,,,,,,
3772,,Infanta Maria Amalia,spain,bb,,,,,,
3773,,Infanta Maria Luisa,spain,bb,,,,,,
3774,,Infanta Maria Isabel,spain,bb,,,,,,
3775,,Infante Francisco de Paula,spain,bb,,,,,,
3776,,Infanta Maria Luisa Fernanda,spain,bb,,,,,,
3777,,Infanta Maria del Pilar,spain,bb,,,,,,
3778,,Infanta Maria de la Paz,spain,bb,,,,,,
3779,,Infanta Maria Eulalia,spain,bb,,,,,,
3780,,"Rey Consorte Francisco de Asis, Duque de Cadiz",spain,bb,,,,,,
3781,,"Infante Jamie, Duque de Segovia",spain,bb,,,,,,
3782,,Infanta Beatriz,spain,bb,,,,,,
3783,,Infanta Maria Cristina Teresa Alejandra,spain,bb,,,,,,
3784,,Infante Juan,spain,bb,,,,,,
3785,,Infante Gonzalo,spain,bb,,,,,,
3786,,"Infante Baltasar Carlos, Principe de Asturias",spain,bb,,,,,,
3787,,Principe de Asturias,spain,bb,,,,,,
3788,,Princesa de Asturias,spain,bb,,,,,,
3789,,Principe de Gerona,spain,bb,,,,,,
3790,,Princesa de Gerona,spain,bb,,,,,,
3791,,Principe de Viana,spain,bb,,,,,,
3792,,Princesa de Viana,spain,bb,,,,,,
3793,,Duque Garcia Alvarez de Alba de Tormes,spain,bb,,,,,,
3794,,Duque Fernando Alvarez de Alba de Tormes,spain,bb,,,,,,
3795,,"Duquesa Maria Francisca de Penaranda de Duero, Duquesa de Alba",spain,bb,,,,,,
3796,,Duque Beltran de Alburquerque,spain,bb,,,,,,
3797,,Duque Francisco Fernandez de Alburquerque,spain,bb,,,,,,
3798,,Espana,spain,bb,,,,,,
3799,,Duque Jose Osorio de Sesto,spain,bb,,,,,,
3800,,Duquesa Sofia de Sesto,spain,bb,,,,,,
3801,,Rey Sancho II,spain,bb,,,,,,
3802,,Rey Alfonso VI,spain,bb,,,,,,
3803,,Reina Urraca I,spain,bb,,,,,,
3804,,Rey Alfonso VII,spain,bb,,,,,,
3805,,Rey Sancho III,spain,bb,,,,,,
3806,,Rey Alfonso VIII,spain,bb,,,,,,
3807,,Reina Berenguela,spain,bb,,,,,,
3808,,Rey Fernando III,spain,bb,,,,,,
3809,,Rey Alfonso X,spain,bb,,,,,,
3810,,Rey Sancho IV,spain,bb,,,,,,
3811,,Rey Fernando IV,spain,bb,,,,,,
3812,,Rey Alfonso XI,spain,bb,,,,,,
3813,,Rey Enrique II,spain,bb,,,,,,
3814,,Rey Juan I,spain,bb,,,,,,
3815,,Rey Enrique III,spain,bb,,,,,,
3816,,Rey Juan II,spain,bb,,,,,,
3817,,Rey Enrique IV,spain,bb,,,,,,
3818,,Rey Alfonso III,spain,bb,,,,,,
3819,,Rey Garcia I,spain,bb,,,,,,
3820,,Rey Ordono II,spain,bb,,,,,,
3821,,Real Familia,spain,bb,,,,,,
3822,,Rey Ramiro II,spain,bb,,,,,,
3823,,Rey Sancho I,spain,bb,,,,,,
3824,,Rey Ramiro III,spain,bb,,,,,,
3825,,Rey Alfonso V,spain,bb,,,,,,
3826,,Rey Fernando I,spain,bb,,,,,,
3827,,Rey Sancho II,spain,bb,,,,,,
3828,,Rey Alfonso IX,spain,bb,,,,,,
3829,,Duque Per Afan de Alcala,spain,bb,,,,,,
3830,,"Duque Gonzalo Fernandez de Andria, el Gran Capitan",spain,bb,,,,,,
3831,,Duque Francisco Javier de Bailen,spain,bb,,,,,,
3832,,Duque Mariano de Osuna,spain,bb,,,,,,
3833,,Duque de Cadiz,spain,bb,,,,,,
3834,,Juan Ponce de Leon,spain,bb,,,,,,
3835,,"Infante Enrique, Duque de Sevilla",spain,bb,,,,,,
3836,,Duque Leopoldo de Tetuan,spain,bb,,,,,,
3837,,"Baldomero Espartero, Principe de Vergara, Duque de la Victoria",spain,bb,,,,,,
3838,,San Francisco,spain,bb,,,,,,
3839,,Nuestra Senora de la Concepcion,spain,bb,,,,,,
3840,,Nuestra Senora del Buen Consejo,spain,bb,,,,,,
3841,,San Miguel,spain,bb,,,,,,
3842,,San Joseph,spain,bb,,,,,,
3843,,San Pedro y San Pablo,spain,bb,,,,,,
3844,,San Ignacio,spain,bb,,,,,,
3845,,San Salvador,spain,bb,,,,,,
3846,,Nuestra Senora del Rosario,spain,bb,,,,,,
3847,,Nuestra Senora del Pilar,spain,bb,,,,,,
3848,,San Antonio de Napoles,spain,bb,,,,,,
3849,,San Bernardo,spain,bb,,,,,,
3850,,San Carlos,spain,bb,,,,,,
3851,,Santa Ana,spain,bb,,,,,,
3852,,San Joaquin,spain,bb,,,,,,
3853,,Santa Rosa,spain,bb,,,,,,
3854,,Nuestra Senora de la Concepcion y las Animas,spain,bb,,,,,,
3855,,Santisima Trinidad,spain,bb,,,,,,
3856,,San Juan,spain,bb,,,,,,
3857,,Nuestra Senora de la Concepcion,spain,bb,,,,,,
3858,,Santisimo Sacramento,spain,bb,,,,,,
3859,,San Francisco,spain,bb,,,,,,
3860,,Santa Maria de Tezanos y Las Animas,spain,bb,,,,,,
3861,,Santo Cristo de San Roman,spain,bb,,,,,,
3862,,Nuestra Senora de la Almudena y San Cayetano,spain,bb,,,,,,
3863,,San Jose,spain,bb,,,,,,
3864,,Nuestra Senora de Begona,spain,bb,,,,,,
3865,,Nuestra Senora del Carmen,spain,bb,,,,,,
3866,,San Juan Bautista,spain,bb,,,,,,
3867,,Nuestra Senora de Guadalupe,spain,bb,,,,,,
3868,,Santa Teresa,spain,bb,,,,,,
3869,,Nuestra Senora del Carmen y San Antonio,spain,bb,,,,,,
3870,,Nuestra Senora de Las Vinas,spain,bb,,,,,,
3871,,San Pedro,spain,bb,,,,,,
3872,,Santa Isabel,spain,bb,,,,,,
3873,,San Luis,spain,bb,,,,,,
3874,,San Felipe,spain,bb,,,,,,
3875,,San Fernando,spain,bb,,,,,,
3876,,San Felipe el Real,spain,bb,,,,,,
3877,,San Isidro,spain,bb,,,,,,
3878,,Santa Rosa Palermo,spain,bb,,,,,,
3879,,Santa Rosalia,spain,bb,,,,,,
3880,,San Esteban,spain,bb,,,,,,
3881,,San Antonio,spain,bb,,,,,,
3882,,San Lorenzo,spain,bb,,,,,,
3883,,San Geronimo,spain,bb,,,,,,
3884,,San Dionisio,spain,bb,,,,,,
3885,,Galicia,spain,bb,,,,,,
3886,,Princesa,spain,bb,,,,,,
3887,,Principe,spain,bb,,,,,,
3888,,Nuestra Senora de Loreto,spain,bb,,,,,,
3889,,Nuestra Senora de Bethlehen,spain,bb,,,,,,
3890,,"Infante Dom Henrique, Duque de Viseu",portugal,bb,,,,,,
3891,,Rainha Dona Maria II,portugal,bb,,,,,,
3892,,Rei Fernando II,portugal,bb,,,,,,
3893,,Rei Dom Pedro V,portugal,bb,,,,,,
3894,,Rainha Estefania,portugal,bb,,,,,,
3895,,Rei Dom Luis I,portugal,bb,,,,,,
3896,,Rainha Maria Pia,portugal,bb,,,,,,
3897,,Infanta Dona Maria Ana,portugal,bb,,,,,,
3898,,Infanta Dona Antonia,portugal,bb,,,,,,
3899,,"Infante Dom Augusto, Duque de Coimbra",portugal,bb,,,,,,
3900,,Rei Dom Carlos I,portugal,bb,,,,,,
3901,,Rainha Amelia,portugal,bb,,,,,,
3902,,"Infante Dom Afonso, Duque do Porto",portugal,bb,,,,,,
3903,,Rei Dom Luis Filipe,portugal,bb,,,,,,
3904,,Rei Dom Manuel II,portugal,bb,,,,,,
3905,,"Dom Pedro, Duque de Braganca",portugal,bb,,,,,,
3906,,Rei Dom Joao VI,portugal,bb,,,,,,
3907,,Principe da Beira,portugal,bb,,,,,,
3908,,Princesa da Beira,portugal,bb,,,,,,
3909,,Castilla,spain,bc,,,,,,
3910,,Leon,spain,bc,,,,,,
3911,,Aragon,spain,bc,,,,,,
3912,,Navarra,spain,bc,,,,,,
3913,,Granada,spain,bc,,,,,,
3914,,Corona Real,spain,bc,,,,,,
3915,,Hispania,spain,bc,,,,,,
3916,,Plus Ultra,spain,bc,,,,,,
3917,,Cruz de Borgona,spain,bc,,,,,,
3918,,Reina Isabel I,spain,bc,,,,,,
3919,,Rey Fernando II,spain,bc,,,,,,
3920,,Reina Juana I,spain,bc,,,,,,
3921,,Rey Felipe I,spain,bc,,,,,,
3922,,Rey Carlos I,spain,bc,,,,,,
3923,,Rey Felipe II,spain,bc,,,,,,
3924,,Rey Felipe III,spain,bc,,,,,,
3925,,Rey Felipe IV,spain,bc,,,,,,
3926,,Rey Carlos II,spain,bc,,,,,,
3927,,Reina Maria Amalia,spain,bc,,,,,,
3928,,Rey Felipe V,spain,bc,,,,,,
3929,,Reina Maria Luisa Gabriela,spain,bc,,,,,,
3930,,Reina Isabel Farnesio,spain,bc,,,,,,
3931,,Rey Fernando VI,spain,bc,,,,,,
3932,,Reina Barbara,spain,bc,,,,,,
3933,,Rey Carlos III,spain,bc,,,,,,
3934,,Rey Carlos IV,spain,bc,,,,,,
3935,,Reina Maria Luisa,spain,bc,,,,,,
3936,,Rey Fernando VII,spain,bc,,,,,,
3937,,Reina Maria Isabel,spain,bc,,,,,,
3938,,Reina Maria Josefa Amalia,spain,bc,,,,,,
3939,,Reina Regente Maria Cristina,spain,bc,,,,,,
3940,,Reina Isabel II,spain,bc,,,,,,
3941,,Rey Alfonso XII,spain,bc,,,,,,
3942,,Reina Maria de las Mercedes,spain,bc,,,,,,
3943,,Reina Maria Cristina,spain,bc,,,,,,
3944,,Rey Alfonso XIII,spain,bc,,,,,,
3945,,Reina Victoria Eugenia,spain,bc,,,,,,
3946,,"Infante Alfonso, Conde de Covadonga",spain,bc,,,,,,
3947,,"Infanta Maria de las Mercedes, Princesa de Asturias",spain,bc,,,,,,
3948,,Infanta Maria Josefa Carmela,spain,bc,,,,,,
3949,,Infante Gabriel,spain,bc,,,,,,
3950,,Infante Antonio Pascual,spain,bc,,,,,,
3951,,Infante Francisco Javier,spain,bc,,,,,,
3952,,Infanta Carlota Joaquina Teresa Cayetana,spain,bc,,,,,,
3953,,Infanta Maria Amalia,spain,bc,,,,,,
3954,,Infanta Maria Luisa,spain,bc,,,,,,
3955,,Infanta Maria Isabel,spain,bc,,,,,,
3956,,Infante Francisco de Paula,spain,bc,,,,,,
3957,,Infanta Maria Luisa Fernanda,spain,bc,,,,,,
3958,,Infanta Maria del Pilar,spain,bc,,,,,,
3959,,Infanta Maria de la Paz,spain,bc,,,,,,
3960,,Infanta Maria Eulalia,spain,bc,,,,,,
3961,,"Rey Consorte Francisco de Asis, Duque de Cadiz",spain,bc,,,,,,
3962,,"Infante Jamie, Duque de Segovia",spain,bc,,,,,,
3963,,Infanta Beatriz,spain,bc,,,,,,
3964,,Infanta Maria Cristina Teresa Alejandra,spain,bc,,,,,,
3965,,Infante Juan,spain,bc,,,,,,
3966,,Infante Gonzalo,spain,bc,,,,,,
3967,,"Infante Baltasar Carlos, Principe de Asturias",spain,bc,,,,,,
3968,,Principe de Asturias,spain,bc,,,,,,
3969,,Princesa de Asturias,spain,bc,,,,,,
3970,,Principe de Gerona,spain,bc,,,,,,
3971,,Princesa de Gerona,spain,bc,,,,,,
3972,,Principe de Viana,spain,bc,,,,,,
3973,,Princesa de Viana,spain,bc,,,,,,
3974,,Duque Garcia Alvarez de Alba de Tormes,spain,bc,,,,,,
3975,,Duque Fernando Alvarez de Alba de Tormes,spain,bc,,,,,,
3976,,"Duquesa Maria Francisca de Penaranda de Duero, Duquesa de Alba",spain,bc,,,,,,
3977,,Duque Beltran de Alburquerque,spain,bc,,,,,,
3978,,Duque Francisco Fernandez de Alburquerque,spain,bc,,,,,,
3979,,Espana,spain,bc,,,,,,
3980,,Duque Jose Osorio de Sesto,spain,bc,,,,,,
3981,,Duquesa Sofia de Sesto,spain,bc,,,,,,
3982,,Rey Sancho II,spain,bc,,,,,,
3983,,Rey Alfonso VI,spain,bc,,,,,,
3984,,Reina Urraca I,spain,bc,,,,,,
3985,,Rey Alfonso VII,spain,bc,,,,,,
3986,,Rey Sancho III,spain,bc,,,,,,
3987,,Rey Alfonso VIII,spain,bc,,,,,,
3988,,Reina Berenguela,spain,bc,,,,,,
3989,,Rey Fernando III,spain,bc,,,,,,
3990,,Rey Alfonso X,spain,bc,,,,,,
3991,,Rey Sancho IV,spain,bc,,,,,,
3992,,Rey Fernando IV,spain,bc,,,,,,
3993,,Rey Alfonso XI,spain,bc,,,,,,
3994,,Rey Enrique II,spain,bc,,,,,,
3995,,Rey Juan I,spain,bc,,,,,,
3996,,Rey Enrique III,spain,bc,,,,,,
3997,,Rey Juan II,spain,bc,,,,,,
3998,,Rey Enrique IV,spain,bc,,,,,,
3999,,Rey Alfonso III,spain,bc,,,,,,
4000,,Rey Garcia I,spain,bc,,,,,,
4001,,Rey Ordono II,spain,bc,,,,,,
4002,,Real Familia,spain,bc,,,,,,
4003,,Rey Ramiro II,spain,bc,,,,,,
4004,,Rey Sancho I,spain,bc,,,,,,
4005,,Rey Ramiro III,spain,bc,,,,,,
4006,,Rey Alfonso V,spain,bc,,,,,,
4007,,Rey Fernando I,spain,bc,,,,,,
4008,,Rey Sancho II,spain,bc,,,,,,
4009,,Rey Alfonso IX,spain,bc,,,,,,
4010,,Duque Per Afan de Alcala,spain,bc,,,,,,
4011,,"Duque Gonzalo Fernandez de Andria, el Gran Capitan",spain,bc,,,,,,
4012,,Duque Francisco Javier de Bailen,spain,bc,,,,,,
4013,,Duque Mariano de Osuna,spain,bc,,,,,,
4014,,Duque de Cadiz,spain,bc,,,,,,
4015,,Juan Ponce de Leon,spain,bc,,,,,,
4016,,"Infante Enrique, Duque de Sevilla",spain,bc,,,,,,
4017,,Duque Leopoldo de Tetuan,spain,bc,,,,,,
4018,,"Baldomero Espartero, Principe de Vergara, Duque de la Victoria",spain,bc,,,,,,
4019,,Galicia,spain,bc,,,,,,
4020,,Princesa,spain,bc,,,,,,
4021,,Principe,spain,bc,,,,,,
4022,,Nuestra Senora de Loreto,spain,bc,,,,,,
4023,,Nuestra Senora de Bethlehen,spain,bc,,,,,,
4024,,Santa Rosa de Lima,spain,bc,,,,,,
4025,,Santo Cristo de Burgos,spain,bc,,,,,,
4026,,Nuestra Senora de Belen,spain,bc,,,,,,
4027,,Ave de Garcia,spain,bc,,,,,,
4028,,"Jesus, Maria y Jose",spain,bc,,,,,,
4029,,San Alejandro,spain,bc,,,,,,
4030,,San Pedro Apostol,spain,bc,,,,,,
4031,,San Luis Gonzaga,spain,bc,,,,,,
4032,,San Hermenegildo,spain,bc,,,,,,
4033,,San Zenon,spain,bc,,,,,,
4034,,San Ramon,spain,bc,,,,,,
4035,,San Diego de Alcala,spain,bc,,,,,,
4036,,San Diego,spain,bc,,,,,,
4037,,San Julian,spain,bc,,,,,,
4038,,San Gregorio,spain,bc,,,,,,
4039,,"Infante Dom Henrique, Duque de Viseu",portugal,bc,,,,,,
4040,,Rainha Dona Maria II,portugal,bc,,,,,,
4041,,Rei Fernando II,portugal,bc,,,,,,
4042,,Rei Dom Pedro V,portugal,bc,,,,,,
4043,,Rainha Estefania,portugal,bc,,,,,,
4044,,Rei Dom Luis I,portugal,bc,,,,,,
4045,,Rainha Maria Pia,portugal,bc,,,,,,
4046,,Infanta Dona Maria Ana,portugal,bc,,,,,,
4047,,Infanta Dona Antonia,portugal,bc,,,,,,
4048,,"Infante Dom Augusto, Duque de Coimbra",portugal,bc,,,,,,
4049,,Rei Dom Carlos I,portugal,bc,,,,,,
4050,,Rainha Amelia,portugal,bc,,,,,,
4051,,"Infante Dom Afonso, Duque do Porto",portugal,bc,,,,,,
4052,,Rei Dom Luis Filipe,portugal,bc,,,,,,
4053,,Rei Dom Manuel II,portugal,bc,,,,,,
4054,,"Dom Pedro, Duque de Braganca",portugal,bc,,,,,,
4055,,Rei Dom Joao VI,portugal,bc,,,,,,
4056,,Principe da Beira,portugal,bc,,,,,,
4057,,Princesa da Beira,portugal,bc,,,,,,
4058,,Angola,portugal,ca,,,,,,
4059,,Mocambique,portugal,ca,,,,,,
4060,,Goa,portugal,ca,,,,,,
4061,,Macau,portugal,ca,,,,,,
4062,,Acores,portugal,ca,,,,,,
4063,,Madeira,portugal,ca,,,,,,
4064,,Cabo Verde,portugal,ca,,,,,,
4065,,Lisboa,portugal,ca,,,,,,
4066,,Porto,portugal,ca,,,,,,
4067,,Aveiro,portugal,ca,,,,,,
4068,,Braga,portugal,ca,,,,,,
4069,,Coimbra,portugal,ca,,,,,,
4070,,Funchal,portugal,ca,,,,,,
4071,,Conquistador,spain,ca,,,,,,
4072,,Vencedor,spain,ca,,,,,,
4073,,Tigre,spain,ca,,,,,,
4074,,Fenix,spain,ca,,,,,,
4075,,Septentrion,spain,ca,,,,,,
4076,,Firme,spain,ca,,,,,,
4077,,Neptuno,spain,ca,,,,,,
4078,,Magnanimo,spain,ca,,,,,,
4079,,Glorioso,spain,ca,,,,,,
4080,,Guerrero,spain,ca,,,,,,
4081,,Hector,spain,ca,,,,,,
4082,,Poderoso,spain,ca,,,,,,
4083,,Arrogante,spain,ca,,,,,,
4084,,Contento,spain,ca,,,,,,
4085,,Tridente,spain,ca,,,,,,
4086,,Atlante,spain,ca,,,,,,
4087,,Triunfante,spain,ca,,,,,,
4088,,Diligente,spain,ca,,,,,,
4089,,Diana,spain,ca,,,,,,
4090,,Astuto,spain,ca,,,,,,
4091,,Victorioso,spain,ca,,,,,,
4092,,Victoria,spain,ca,,,,,,
4093,,Intrepido,spain,ca,,,,,,
4094,,Argonauta,spain,ca,,,,,,
4095,,Heroe,spain,ca,,,,,,
4096,,Audaz,spain,ca,,,,,,
4097,,Atrevido,spain,ca,,,,,,
4098,,Leal,spain,ca,,,,,,
4099,,Lealtad,spain,ca,,,,,,
4100,,Fiel,spain,ca,,,,,,
4101,,Sin Miedo,spain,ca,,,,,,
4102,,Bravo,spain,ca,,,,,,
4103,,Joaquin Blake y Joyes,spain,ca,,,,,,
4104,,Gregorio Garcia de la Cuesta y Fernandez de Celis,spain,ca,,,,,,
4105,,Vicente Maria de Acevedo,spain,ca,,,,,,
4106,,Cempoala,spain,ca,,,,,,
4107,,Colhuacatonco,spain,ca,,,,,,
4108,,Otumba,spain,ca,,,,,,
4109,,Arlaban,spain,ca,,,,,,
4110,,Bailen,spain,ca,,,,,,
4111,,Bayonne,spain,ca,,,,,,
4112,,Blaye,spain,ca,,,,,,
4113,,Batallas del Bruch,spain,ca,,,,,,
4114,,Castillejos,spain,ca,,,,,,
4115,,Francisco Tomas de Anchia y Urquiza,spain,ca,,,,,,
4116,,Santa Cruz de Mudela,spain,ca,,,,,,
4117,,Valdepenas,spain,ca,,,,,,
4118,,Villafranca,spain,ca,,,,,,
4119,,Valencia,spain,ca,,,,,,
4120,,Tarragona,spain,ca,,,,,,
4121,,Alboran,spain,ca,,,,,,
4122,,Madrid,spain,cl,,,,,,
4123,,Barcelona,spain,cl,,,,,,
4124,,Valencia,spain,cl,,,,,,
4125,,Sevilla,spain,cl,,,,,,
4126,,Zaragoza,spain,cl,,,,,,
4127,,Malaga,spain,cl,,,,,,
4128,,Murcia,spain,cl,,,,,,
4129,,Palma de Mallorca,spain,cl,,,,,,
4130,,Las Palmas de Gran Canaria,spain,cl,,,,,,
4131,,Alicante,spain,cl,,,,,,
4132,,Bilbao,spain,cl,,,,,,
4133,,Cordoba,spain,cl,,,,,,
4134,,Valladolid,spain,cl,,,,,,
4135,,Vigo,spain,cl,,,,,,
4136,,Gijon,spain,cl,,,,,,
4137,,Vitoria,spain,cl,,,,,,
4138,,La Coruna,spain,cl,,,,,,
4139,,Elche,spain,cl,,,,,,
4140,,Granada,spain,cl,,,,,,
4141,,Badalona,spain,cl,,,,,,
4142,,Tarrasa,spain,cl,,,,,,
4143,,Sabadell,spain,cl,,,,,,
4144,,Cartagena,spain,cl,,,,,,
4145,,Oviedo,spain,cl,,,,,,
4146,,Santa Cruz de Tenerife,spain,cl,,,,,,
4147,,Pampalona,spain,cl,,,,,,
4148,,Almeria,spain,cl,,,,,,
4149,,Alcala,spain,cl,,,,,,
4150,,Burgos,spain,cl,,,,,,
4151,,Albacete,spain,cl,,,,,,
4152,,Santander,spain,cl,,,,,,
4153,,Marbella,spain,cl,,,,,,
4154,,Logrono,spain,cl,,,,,,
4155,,Badajoz,spain,cl,,,,,,
4156,,Salamanca,spain,cl,,,,,,
4157,,Lerida,spain,cl,,,,,,
4158,,Huelva,spain,cl,,,,,,
4159,,Dos Hermanas,spain,cl,,,,,,
4160,,Tarragona,spain,cl,,,,,,
4161,,Parla,spain,cl,,,,,,
4162,,Algeciras,spain,cl,,,,,,
4163,,Leon,spain,cl,,,,,,
4164,,Alcobendas,spain,cl,,,,,,
4165,,Jaen,spain,cl,,,,,,
4166,,Cadiz,spain,cl,,,,,,
4167,,Reus,spain,cl,,,,,,
4168,,Roquetas de Mar,spain,cl,,,,,,
4169,,Gerona,spain,cl,,,,,,
4170,,Orense,spain,cl,,,,,,
4171,,Tede,spain,cl,,,,,,
4172,,Baracaldo,spain,cl,,,,,,
4173,,Santiago de Compostela,spain,cl,,,,,,
4174,,Lorca,spain,cl,,,,,,
4175,,Lugo,spain,cl,,,,,,
4176,,Guadalajara,spain,cl,,,,,,
4177,,Torrente,spain,cl,,,,,,
4178,,Toledo,spain,cl,,,,,,
4179,,Fuengirola,spain,cl,,,,,,
4180,,Melilla,spain,cl,,,,,,
4181,,Arona,spain,cl,,,,,,
4182,,Talavera de la Reina,spain,cl,,,,,,
4183,,Ceuta,spain,cl,,,,,,
4184,,Orihuela,spain,cl,,,,,,
4185,,Coslada,spain,cl,,,,,,
4186,,Rubi,spain,cl,,,,,,
4187,,Manresa,spain,cl,,,,,,
4188,,Gandia,spain,cl,,,,,,
4189,,Estepona,spain,cl,,,,,,
4190,,Palencia,spain,cl,,,,,,
4191,,Molina de Segura,spain,cl,,,,,,
4192,,Aviles,spain,cl,,,,,,
4193,,Ciudad Real,spain,cl,,,,,,
4194,,Paterna,spain,cl,,,,,,
4195,,Majadahonda,spain,cl,,,,,,
4196,,Benidorm,spain,cl,,,,,,
4197,,Sagunto,spain,cl,,,,,,
4198,,Villanueva y Geltru,spain,cl,,,,,,
4199,,Collado Villalba,spain,cl,,,,,,
4200,,Arrecife,spain,cl,,,,,,
4201,,Ferrol,spain,cl,,,,,,
4202,,Alcoy,spain,cl,,,,,,
4203,,Merida,spain,cl,,,,,,
4204,,Zamora,spain,cl,,,,,,
4205,,Arganda del Rey,spain,cl,,,,,,
4206,,Motril,spain,cl,,,,,,
4207,,Avila,spain,cl,,,,,,
4208,,Pinto,spain,cl,,,,,,
4209,,Colmenar Viejo,spain,cl,,,,,,
4210,,Linares,spain,cl,,,,,,
4211,,Granadilla de Abona,spain,cl,,,,,,
4212,,Huesca,spain,cl,,,,,,
4213,,Cuenca,spain,cl,,,,,,
4214,,Calvia,spain,cl,,,,,,
4215,,Elda,spain,cl,,,,,,
4216,,Siero,spain,cl,,,,,,
4217,,Ibiza,spain,cl,,,,,,
4218,,Villarreal,spain,cl,,,,,,
4219,,Utrera,spain,cl,,,,,,
4220,,Rincon de la Victoria,spain,cl,,,,,,
4221,,Segovia,spain,cl,,,,,,
4222,,Adeje,spain,cl,,,,,,
4223,,Destructor,spain,dd,,,,,,
4224,,Furor,spain,dd,,,,,,
4225,,Pluton,spain,dd,,,,,,
4226,,Terror,spain,dd,,,,,,
4227,,Audaz,spain,dd,,,,,,
4228,,Osado,spain,dd,,,,,,
4229,,Proserpina,spain,dd,,,,,,
4230,,Bustamante,spain,dd,,,,,,
4231,,Villamil,spain,dd,,,,,,
4232,,Cadarso,spain,dd,,,,,,
4233,,Alsedo,spain,dd,,,,,,
4234,,Velasco,spain,dd,,,,,,
4235,,Lazaga,spain,dd,,,,,,
4236,,Churruca,spain,dd,,,,,,
4237,,Rapida,spain,dd,,,,,,
4238,,Pronto,spain,dd,,,,,,
4239,,Agil,spain,dd,,,,,,
4240,,Eficaz,spain,dd,,,,,,
4241,,Competente,spain,dd,,,,,,
4242,,Eficiente,spain,dd,,,,,,
4243,,Mosquete,spain,dd,,,,,,
4244,,Pistola,spain,dd,,,,,,
4245,,Carabina,spain,dd,,,,,,
4246,,Bala,spain,dd,,,,,,
4247,,Flecha,spain,dd,,,,,,
4248,,Daga,spain,dd,,,,,,
4249,,Lanza,spain,dd,,,,,,
4250,,Martillo,spain,dd,,,,,,
4251,,Hacha,spain,dd,,,,,,
4252,,Husar,spain,dd,,,,,,
4253,,Lancero,spain,dd,,,,,,
4254,,Voluntaria,spain,dd,,,,,,
4255,,Soldado,spain,dd,,,,,,
4256,,Tirador,spain,dd,,,,,,
4257,,Guerrera,spain,dd,,,,,,
4258,,Meteoro,spain,dd,,,,,,
4259,,Exploradora,spain,dd,,,,,,
4260,,Guardia,spain,dd,,,,,,
4261,,Guardabosque,spain,dd,,,,,,
4262,,Valiente,spain,dd,,,,,,
4263,,Pica,spain,dd,,,,,,
4264,,Cazador,spain,dd,,,,,,
4265,,Caballo,spain,dd,,,,,,
4266,,Caballeria,spain,dd,,,,,,
4267,,Dragon,spain,dd,,,,,,
4268,,Caballero,spain,dd,,,,,,
4269,,Potente,spain,dd,,,,,,
4270,,Pequena,spain,dd,,,,,,
4271,,Pez,spain,dd,,,,,,
4272,,Esturion,spain,dd,,,,,,
4273,,Bacalao,spain,dd,,,,,,
4274,,Pronta,spain,dd,,,,,,
4275,,Resuelto,spain,dd,,,,,,
4276,,Determinada,spain,dd,,,,,,
4277,,Ligera,spain,dd,,,,,,
4278,,Gata,spain,dd,,,,,,
4279,,Perra,spain,dd,,,,,,
4280,,Iluminacion,spain,dd,,,,,,
4281,,Trueno,spain,dd,,,,,,
4282,,Caridad,spain,dd,,,,,,
4283,,Lealtad,spain,dd,,,,,,
4284,,Lista,spain,dd,,,,,,
4285,,Iluvia,spain,dd,,,,,,
4286,,Bulliciosa,spain,dd,,,,,,
4287,,Tumultuoso,spain,dd,,,,,,
4288,,Exuberante,spain,dd,,,,,,
4289,,Lince,spain,dd,,,,,,
4290,,Mosquito,spain,dd,,,,,,
4291,,Sable,spain,dd,,,,,,
4292,,Zafiro,spain,dd,,,,,,
4293,,Perla,spain,dd,,,,,,
4294,,Rubi,spain,dd,,,,,,
4295,,Diamante,spain,dd,,,,,,
4296,,Estrella,spain,dd,,,,,,
4297,,Granada,spain,dd,,,,,,
4298,,Luna,spain,dd,,,,,,
4299,,Sol,spain,dd,,,,,,
4300,,Alerta,spain,dd,,,,,,
4301,,Ardilla,spain,dd,,,,,,
4302,,Cometa,spain,dd,,,,,,
4303,,Fradera,spain,dd,,,,,,
4304,,Gaviota,spain,dd,,,,,,
4305,,Golondrina,spain,dd,,,,,,
4306,,Almendares,spain,dd,,,,,,
4307,,Baracoa,spain,dd,,,,,,
4308,,Cauto,spain,dd,,,,,,
4309,,Zapador,spain,dd,,,,,,
4310,,Proteger,spain,dd,,,,,,
